,Source Port,Destination Port,Packet Length,Packet Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Signature,Month_of_received,hour_of_the_day,day_of_the_week,is_weekend,Is_Private,protocol_ICMP,protocol_TCP,protocol_UDP,traffic_DNS,traffic_FTP,traffic_HTTP,Attack_Type_DDoS,Attack_Type_Intrusion,Attack_Type_Malware,Severity_High,Severity_Low,Severity_Medium,Segments_Segment A,Segments_Segment B,Segments_Segment C
217,48806,52016,840,0,0,38.2,0,0,12,3,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
218,10741,49591,802,1,0,93.93,0,1,3,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
219,20194,30966,1163,1,1,29.42,0,1,3,13,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
220,32012,18739,798,0,0,53.56,0,0,12,17,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
221,45316,47326,1335,0,1,82.65,1,1,8,22,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
222,60497,34238,452,1,1,71.97,0,1,6,12,6,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
223,23834,31798,195,1,1,96.27,0,0,9,7,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
224,15387,8058,1436,0,0,68.14,0,0,4,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
225,30448,53028,745,1,0,92.72,0,0,2,15,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
226,27138,1927,786,0,1,31.48,1,0,6,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
227,4130,3321,1073,1,1,58.78,1,0,3,17,6,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
228,65267,65005,1263,1,1,83.48,0,1,12,18,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
229,46390,14372,448,1,0,47.77,1,1,5,11,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
230,22473,54864,1135,1,0,5.52,0,0,2,16,4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
231,4779,28052,1481,0,0,84.48,1,1,7,7,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
232,42942,53525,666,0,1,78.02,0,1,5,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
233,3307,61720,382,1,1,54.7,1,0,3,19,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
234,32420,21108,287,0,1,19.4,0,0,2,2,5,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
235,19122,39915,1230,0,1,72.02,1,0,7,23,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
236,54323,14787,782,0,1,75.69,0,0,5,14,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
237,25835,12903,1029,1,0,18.39,0,1,10,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
238,24373,57087,603,1,0,89.48,0,1,12,9,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
239,41087,20199,160,1,0,70.46,1,1,7,7,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
240,41226,33992,1303,0,0,3.03,0,1,8,14,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
241,43345,13162,924,1,0,41.48,0,1,9,8,3,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
242,7435,8750,1229,0,0,37.26,1,1,7,20,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
243,14363,3300,1247,1,0,51.6,1,0,10,0,5,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
244,46676,50401,457,1,0,48.87,0,0,2,3,6,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
245,23227,13032,553,1,0,40.65,1,0,6,8,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
246,14718,15795,1458,0,1,90.68,1,1,12,5,5,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
247,26947,63171,628,0,1,18.88,1,1,1,20,5,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
248,6346,22873,108,0,1,53.49,1,0,7,22,6,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
249,51197,25367,899,0,0,62.22,1,1,12,2,6,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
250,26858,8571,704,1,1,28.02,0,0,9,5,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
251,45792,35139,791,1,1,66.54,1,1,10,16,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
252,48640,4219,1229,1,0,58.91,0,0,4,16,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
253,61497,8702,325,0,0,11.23,1,1,6,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
254,13564,18879,835,0,0,47.42,1,0,2,1,4,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
255,60277,11283,721,1,1,64.61,1,1,9,11,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
256,54090,21666,1162,0,1,22.56,1,0,9,4,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
257,56333,40268,920,0,1,70.63,1,1,8,22,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
258,8385,58638,635,1,0,67.04,1,1,2,18,6,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
259,9371,1702,861,0,0,45.55,1,0,8,10,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
260,52748,63070,1443,1,1,8.69,0,0,7,6,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
261,48223,35528,362,0,1,76.93,1,0,8,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
262,22097,7247,680,1,1,21.47,0,0,5,7,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
263,51126,19648,1419,0,0,29.27,0,1,2,20,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
264,64357,51201,749,0,0,9.68,0,1,9,18,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
265,2534,17726,1405,1,0,34.53,1,1,2,20,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
266,19137,6345,1225,1,0,49.38,0,1,12,0,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
267,1420,17221,461,0,0,82.89,1,1,11,7,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
268,13818,50692,1428,1,1,24.65,1,1,3,14,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
269,52696,18842,1102,0,0,19.29,0,0,9,20,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
270,61235,7520,1409,1,1,45.81,0,0,8,6,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
271,64399,12367,960,1,0,97.76,1,0,3,17,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
272,38212,64601,437,0,1,51.66,0,1,7,3,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
273,56320,10776,179,0,0,73.21,0,0,7,11,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
274,7974,41891,1418,0,0,68.12,1,1,9,7,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
275,2353,22104,973,0,0,33.75,0,1,3,21,4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
276,23774,55894,1147,1,0,45.51,1,1,2,13,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
277,39635,52323,516,1,1,88.58,1,1,3,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
278,40598,57811,1128,0,0,9.9,1,1,3,18,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
279,57164,60884,635,1,1,79.59,1,1,5,17,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
280,59006,65358,1009,1,0,44.95,1,1,1,17,4,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
281,30804,33752,104,0,0,59.23,1,0,4,6,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
282,17163,49109,98,0,1,99.08,0,1,6,0,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
283,2926,32216,1352,1,0,10.08,1,1,1,17,6,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
284,7889,24799,163,1,1,69.26,1,1,4,4,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
285,58233,22711,765,0,1,85.32,1,1,7,18,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
286,15008,47008,802,0,1,33.1,0,1,2,21,4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
287,24754,13087,1166,0,1,69.13,0,0,10,15,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
288,8114,36998,594,0,0,64.71,0,0,2,7,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
289,44284,9549,1343,1,0,25.5,1,1,3,13,6,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
290,20881,10028,601,1,1,5.69,1,0,12,11,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
291,59764,51698,1457,0,1,89.52,0,1,9,13,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
292,9595,13454,886,1,0,82.38,1,1,9,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
293,60733,41426,1066,0,0,46.34,1,1,2,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
294,5831,64345,748,0,0,65.36,0,0,4,20,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
295,25358,53557,866,0,1,67.26,1,0,6,9,6,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
296,55490,38187,1188,0,1,36.73,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
297,51526,5349,332,0,1,29.11,1,0,11,21,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
298,16124,14481,670,0,1,79.44,1,1,12,8,6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
299,51666,26034,952,1,0,55.87,1,0,11,5,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
300,36136,33406,1368,0,0,25.92,1,1,4,16,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
301,38108,65463,633,0,0,36.51,0,1,2,17,4,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
302,49635,23753,674,0,0,30.17,1,1,10,1,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
303,10239,55075,76,1,0,88.79,0,1,8,16,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
304,61174,49338,389,0,0,32.75,1,1,4,14,5,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
305,26202,31829,125,0,0,52.09,1,1,2,19,6,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
306,7221,13171,1062,1,1,18.37,1,0,3,8,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
307,26397,43727,1364,0,1,71.51,1,1,6,13,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
308,32905,10091,777,1,0,94.87,1,1,4,0,6,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
309,21766,8131,1034,0,0,27.19,1,1,4,6,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
310,57392,7988,461,0,0,5.14,0,1,4,19,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
311,56421,4827,1493,1,1,44.93,0,0,1,1,6,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
312,50339,51724,1071,1,0,38.48,1,0,2,7,5,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
313,4900,57555,784,1,1,7.36,1,0,7,15,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
314,34917,52647,140,0,0,14.28,0,0,1,10,6,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
315,34497,60605,406,0,1,25.05,1,0,4,3,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
316,31452,8374,1428,1,1,44.26,0,1,8,19,5,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
317,49970,3801,678,1,1,91.24,1,1,8,22,5,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
318,61317,12952,533,1,1,73.74,0,0,7,23,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
319,55989,39707,141,1,0,2.22,0,1,1,14,5,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
320,12660,63702,474,0,0,57.07,1,1,5,9,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
321,43349,64818,1400,1,0,69.8,0,0,6,15,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
322,25677,60837,306,1,1,13.94,1,1,10,13,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
323,17362,45740,1190,1,0,23.45,0,0,3,7,6,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
324,23904,3357,1278,1,0,62.55,1,0,8,13,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
325,23002,58847,1136,0,0,61.63,1,0,8,22,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
326,31007,11764,643,1,1,34.56,1,0,7,10,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
327,11437,3931,986,1,0,50.31,1,0,9,9,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
328,22874,59026,869,0,1,40.58,0,1,3,3,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
329,28393,10011,635,1,1,4.93,1,0,2,2,6,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
330,41300,54325,1266,1,0,27.3,1,0,10,2,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
331,62370,40226,1413,0,0,39.39,0,0,2,19,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
332,14594,3829,769,0,1,81.18,0,0,2,22,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
333,61873,52955,815,0,1,40.9,0,1,4,5,6,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
334,59930,11829,926,1,1,36.92,1,0,2,11,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
335,8950,56223,864,1,1,42.78,1,1,11,12,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
336,4968,12971,1233,1,1,7.98,1,1,9,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
337,38558,27441,785,1,0,83.61,1,1,10,3,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
338,6053,40871,579,1,0,53.29,1,0,2,22,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
339,17430,19421,1070,1,0,32.85,1,1,6,16,6,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
340,12634,28786,960,1,1,26.59,0,1,5,12,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
341,40715,41066,164,0,0,73.99,1,0,4,20,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
342,11435,1371,575,0,0,65.16,0,0,2,5,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
343,45586,38892,989,0,0,13.91,0,0,7,23,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
344,27876,42176,1095,1,1,50.64,0,0,9,22,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
345,43178,19697,1211,1,1,72.3,1,1,2,20,6,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
346,11223,48571,1053,1,1,40.06,0,1,11,14,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
347,50299,3020,1429,0,1,96.04,1,1,6,11,3,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
348,46984,24526,1388,1,1,96.72,0,0,12,2,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
349,52565,60715,263,0,0,24.48,0,1,4,4,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
350,57494,40155,933,0,1,60.91,1,1,12,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
351,17261,58065,1036,1,1,77.45,1,0,4,13,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
352,17737,22881,336,0,0,23.25,1,0,5,6,6,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
353,62656,39057,1379,0,1,29.69,0,1,8,6,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
354,43174,64151,286,0,1,0.98,0,0,8,23,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
355,59404,46881,843,1,0,19.58,0,0,3,16,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
356,28038,58907,587,0,1,44.68,0,0,11,6,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
357,20303,51565,369,1,0,67.22,0,1,3,3,6,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
358,43532,18608,395,1,1,49.71,0,1,5,14,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
359,19690,50657,116,1,1,66.23,1,0,1,14,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
360,26115,8097,1085,1,1,91.1,0,0,5,12,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
361,42415,62610,1373,1,1,86.44,0,0,6,10,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
362,10709,34008,1357,0,1,21.47,0,0,11,14,5,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
363,3486,6440,498,1,0,59.88,1,1,12,12,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
364,52039,29948,660,1,0,97.17,1,0,10,3,5,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
365,7011,52447,1078,1,0,58.78,1,1,9,19,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
366,46924,27555,83,0,0,70.25,0,0,8,1,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
367,56442,28047,448,0,0,18.41,1,0,7,5,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
368,37416,24621,412,0,1,14.68,0,0,3,22,6,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
369,59232,16159,1464,1,0,70.66,0,1,4,9,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
370,19241,50829,869,1,1,61.12,1,0,1,6,6,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
371,8128,65305,1276,1,0,44.93,0,0,11,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
372,41614,24260,882,1,1,13.08,1,1,1,11,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
373,2664,3435,1372,1,0,67.22,1,1,1,6,6,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
374,17790,10758,998,1,0,5.27,1,1,8,18,6,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
375,52810,59551,238,1,0,61.18,1,1,6,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
376,43284,29660,480,1,0,75.58,0,1,8,6,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
377,54401,43433,1048,1,1,61.33,1,0,8,7,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
378,48372,12554,1278,1,1,3.43,1,1,5,14,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
379,38459,25529,1329,1,0,85.16,1,0,1,22,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
380,1705,59230,248,0,0,12.24,0,1,4,22,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
381,40020,21433,798,1,0,51.63,0,0,7,13,5,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
382,57210,38067,784,1,0,26.01,0,1,8,23,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
383,57815,36363,1443,1,0,15.59,0,1,9,9,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
384,10067,13858,1124,1,0,14.76,1,1,8,17,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
385,17083,62909,1111,0,1,84.37,1,0,2,23,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
386,8085,2484,651,1,1,68.54,1,1,8,13,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
387,20656,29442,369,0,1,22.62,0,1,10,4,4,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
388,33551,5760,1479,0,0,76.41,0,0,8,19,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
389,20583,28109,268,1,1,43.29,0,1,5,11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
390,4107,16985,1169,1,1,21.32,1,1,10,9,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
391,10670,21065,771,0,1,95.92,1,0,4,12,3,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
392,51424,10126,150,1,0,16.06,0,1,8,0,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
393,4128,8531,1031,1,1,53.22,1,1,11,3,5,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
394,42706,36414,1250,0,0,38.64,1,0,9,15,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
395,22729,8144,1089,0,1,73.58,0,1,9,16,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
396,24197,41365,1278,1,0,49.95,0,1,11,10,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
397,25151,24957,712,0,1,58.18,0,0,1,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
398,40289,46599,1019,0,1,47.15,1,1,9,7,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
399,11340,53586,1284,1,0,40.44,1,1,10,21,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
400,13434,40724,904,0,0,71.22,1,0,9,8,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
401,27368,31156,1261,1,1,1.23,0,0,6,12,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
402,23057,45017,1385,0,1,95.9,0,1,4,13,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
403,57018,29464,658,1,1,79.29,0,1,1,19,4,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
404,54122,57041,1022,1,1,78.68,1,0,11,6,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
405,53385,2812,366,0,1,34.86,1,1,6,7,4,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
406,10421,4661,1274,0,0,94.44,1,0,12,16,4,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
407,36969,7475,1362,1,1,69.29,0,0,2,10,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
408,5507,6852,399,1,1,35.36,1,1,1,8,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
409,44114,18058,382,0,0,84.06,0,0,11,7,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
410,33272,57030,896,1,1,63.03,0,0,5,4,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
411,53209,41302,1333,1,1,36.43,1,1,3,15,6,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
412,45204,64550,1068,0,1,97.91,1,0,3,4,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
413,20718,59587,1433,0,0,48.06,0,0,2,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
414,58236,42786,1497,0,0,46.54,1,1,4,11,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
415,8091,1592,169,1,0,12.6,0,0,6,11,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
416,56383,13028,1354,0,1,80.99,1,1,8,0,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
417,56398,6730,1417,0,0,34.68,1,0,4,12,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
418,14804,17568,1054,0,1,90.29,1,1,10,3,6,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
419,10182,52394,560,1,0,58.06,1,1,9,20,6,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
420,17748,1030,1286,1,1,24.31,0,1,5,13,3,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
421,30743,10358,506,1,0,96.86,1,1,7,6,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
422,13097,52183,467,1,1,84.23,1,1,12,5,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
423,5319,24397,915,0,1,19.13,0,0,12,9,4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
424,22181,2983,409,0,1,14.48,1,1,3,8,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
425,54740,64496,816,1,1,54.59,0,1,2,21,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
426,30772,44785,650,0,0,31.63,0,0,2,10,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
427,59773,5869,550,1,1,6.79,1,1,3,20,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
428,10972,59127,435,0,0,42.02,1,0,8,8,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
429,31180,51264,542,0,0,66.12,0,1,10,13,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
430,26953,39579,612,0,1,4.11,0,1,12,21,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
431,42443,29431,1105,0,0,62.95,1,1,3,19,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
432,43064,26431,1174,0,1,9.83,0,0,2,23,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
433,17406,50898,199,1,0,17.51,1,0,4,14,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
434,26876,42801,822,0,1,38.65,1,0,12,8,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
435,44134,16142,196,1,0,68.15,0,0,8,17,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
436,23348,38925,1259,1,1,15.25,1,1,4,18,5,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
